au13,year,community_001,community_002,community_003,community_004,community_005,community_006,community_007,community_008,community_009,community_010,community_011,community_012,community_013,community_014,community_015,community_016,community_017,community_018,community_019,community_020,community_021,community_022,community_023,community_024,community_025,community_026,community_027,community_028,community_029,community_030,community_031,community_032,community_033,community_034,community_035,community_036,community_037,community_038,community_039,community_040,community_041,community_042,community_043,community_044,community_045,community_046,community_047,community_048,community_049,community_050,community_051,community_052,community_053,community_054,community_055,community_056,community_057,community_058,community_059,community_060,community_061,community_062,community_063,community_064,community_065,community_066,community_067,community_068,community_069,community_070,community_071,community_072,community_073,community_074,community_075,community_076,community_077,community_078,community_079,community_080,community_081,community_082,community_083,community_084,community_085,community_086,community_087,community_088,community_089,community_090,community_091,community_092,community_093,community_094,community_095,community_096,community_097,community_098,community_099,community_100,community_101,community_102,community_103,community_104,community_105,community_106,community_107,community_108,community_109,community_110,community_111,community_112,community_113,community_114,community_115,community_116,community_117,community_118,community_119,community_120,community_121,community_122,community_123,community_124,community_125,community_126,community_127,community_128,community_129,community_130,community_131,community_132,community_133,community_134,community_135,community_136,community_137,community_138,community_139,community_140,community_141,community_142,community_143,community_144,community_145,community_146,community_147,community_148,community_149,community_150,community_151,community_152,community_153,community_154,community_155,community_156,community_157,community_158,community_159,community_160,community_161,community_162,community_163,community_164,community_165,community_166,community_167,community_168,community_169,community_170,community_171,community_172,community_173,community_174,community_175,community_176,community_177,community_178,community_179,community_180,community_181,community_182,community_183,community_184,community_185,community_186,community_187,community_188,community_189,community_190,community_191,community_192,community_193,community_194,community_195,community_196,community_197,community_198,community_199,community_200,community_201,community_202,community_203,community_204,community_205,community_206,community_207,community_208,community_209,community_210,community_211,community_212,community_213,community_214,community_215,community_216,community_217,community_218,community_219,community_220,community_221,community_222,community_223,community_224,community_225,community_226,community_227,community_228,community_229,community_230,community_231,community_232,community_233,community_234,community_235,community_236,community_237,community_238,community_239,community_240,community_241,community_242,community_243,community_244,community_245,community_246,community_247,community_248,community_249,community_250
584930,2001,27,27,25,11,7,16,20,17,31,23,20,27,8,7,20,16,17,17,27,29,14,17,2,29,21,21,31,18,18,10,30,15,32,4,20,9,6,21,7,28,28,28,18,19,6,12,12,23,18,11,20,22,21,7,9,19,2,27,26,4,19,28,3,3,4,27,22,18,29,17,10,24,11,22,24,29,24,29,22,10,12,23,8,20,28,8,21,29,16,10,31,25,30,5,9,23,2,7,16,6,7,8,13,30,25,21,10,6,15,9,13,14,28,2,31,10,17,17,3,17,22,21,17,5,16,20,21,11,23,11,17,20,9,26,10,23,19,19,30,22,7,23,10,7,21,31,32,25,19,17,22,23,19,23,27,14,23,29,30,1,8,9,24,21,29,19,8,23,2,27,8,29,26,10,23,25,19,13,20,14,11,9,17,11,19,10,28,3,21,24,12,10,24,11,25,4,16,3,30,10,10,22,7,25,29,31,12,20,30,27,7,1,26,28,18,30,12,21,23,15,27,22,10,14,27,23,28,11,20,13,8,10,10,11,31,23,31,26,26,18,11,13,6,4,20,10,23,16,12,22
584930,2006,24,21,3,25,23,17,6,25,9,16,17,29,16,7,22,6,6,17,6,8,13,23,10,9,7,23,18,29,5,2,21,4,27,30,18,9,13,1,23,18,11,23,29,6,14,7,14,19,12,5,30,19,20,18,26,14,24,14,21,12,6,21,13,21,22,11,29,12,9,10,22,18,24,18,29,11,26,25,11,16,14,9,24,12,19,7,29,28,11,9,28,15,4,19,6,11,24,22,1,6,18,10,11,6,9,5,16,17,22,30,9,26,4,19,14,4,14,24,11,10,7,21,3,23,21,26,7,29,22,18,25,13,22,8,13,27,9,21,16,23,14,26,4,19,9,6,5,24,19,8,19,23,12,18,7,10,16,17,27,22,29,27,20,17,18,4,10,17,1,8,6,9,27,5,19,5,14,22,7,28,18,11,20,7,16,12,24,9,12,16,28,17,28,13,9,5,26,20,8,20,14,30,9,7,18,5,25,6,16,11,12,9,6,24,13,4,10,7,11,26,19,8,2,29,15,30,26,16,14,10,10,25,21,21,13,14,3,14,4,16,15,9,26,8,11,14,22,4,6,12
584930,2013,26,4,28,11,24,12,26,10,22,13,8,28,25,15,25,6,13,21,20,12,21,21,17,15,27,17,10,21,16,17,27,20,18,25,28,13,19,19,15,13,17,8,10,8,27,6,3,17,26,23,16,3,9,20,16,18,10,29,22,26,12,25,14,14,24,16,29,15,16,12,4,29,26,17,27,12,21,10,12,15,26,23,19,15,7,19,26,24,11,9,15,21,2,3,16,21,16,21,5,26,7,17,19,1,12,5,4,21,22,1,25,8,20,4,23,27,9,21,14,21,21,10,27,8,27,10,21,9,4,22,20,23,6,17,18,15,12,21,10,29,28,8,18,9,27,22,15,12,11,7,15,6,15,4,9,18,24,22,26,24,28,28,12,25,26,22,19,15,22,22,26,18,14,25,4,15,8,20,29,12,11,4,25,27,6,26,3,17,26,23,29,18,28,9,5,12,16,3,14,5,22,18,22,27,20,10,28,23,18,9,11,7,20,21,26,19,23,19,12,13,28,4,17,15,19,21,16,2,19,26,20,18,12,17,5,26,26,28,26,17,19,24,19,10,3,29,22,7,4,25
584931,2001,27,27,25,11,7,16,20,17,31,23,20,27,8,7,20,16,17,17,27,29,14,17,2,29,21,21,31,18,18,10,30,15,32,4,20,9,6,21,7,28,28,28,18,19,6,12,12,23,18,11,20,22,21,7,9,19,2,27,26,4,19,28,3,3,4,27,22,18,29,17,10,24,11,22,24,29,24,29,22,10,12,23,8,20,28,8,21,29,16,10,31,25,30,5,9,23,2,7,16,6,7,8,13,30,25,21,10,6,15,9,13,14,28,2,31,10,17,17,3,17,22,21,17,5,16,20,21,11,23,11,17,20,9,26,10,23,19,19,30,22,7,23,10,7,21,31,32,25,19,17,22,23,19,23,27,14,23,29,30,1,8,9,24,21,29,19,8,23,2,27,8,29,26,10,23,25,19,13,20,14,11,9,17,11,19,10,28,3,21,24,12,10,24,11,25,4,16,3,30,10,10,22,7,25,29,31,12,20,30,27,7,1,26,28,18,30,12,21,23,15,27,22,10,14,27,23,28,11,20,13,8,10,10,11,31,23,31,26,26,18,11,13,6,4,20,10,23,16,12,22
584931,2006,24,21,3,25,23,17,6,25,9,16,17,29,16,7,22,6,6,17,6,8,13,23,10,9,7,23,18,29,5,2,21,4,27,30,18,9,13,1,23,18,11,23,29,6,14,7,14,19,12,5,30,19,20,18,26,14,24,14,21,12,6,21,13,21,22,11,29,12,9,10,22,18,24,18,29,11,26,25,11,16,14,9,24,12,19,7,29,28,11,9,28,15,4,19,6,11,24,22,1,6,18,10,11,6,9,5,16,17,22,30,9,26,4,19,14,4,14,24,11,10,7,21,3,23,21,26,7,29,22,18,25,13,22,8,13,27,9,21,16,23,14,26,4,19,9,6,5,24,19,8,19,23,12,18,7,10,16,17,27,22,29,27,20,17,18,4,10,17,1,8,6,9,27,5,19,5,14,22,7,28,18,11,20,7,16,12,24,9,12,16,28,17,28,13,9,5,26,20,8,20,14,30,9,7,18,5,25,6,16,11,12,9,6,24,13,4,10,7,11,26,19,8,2,29,15,30,26,16,14,10,10,25,21,21,13,14,3,14,4,16,15,9,26,8,11,14,22,4,6,12
584931,2013,26,4,28,11,24,12,26,10,22,13,8,28,25,15,25,6,13,21,20,12,21,21,17,15,27,17,10,21,16,17,27,20,18,25,28,13,19,19,15,13,17,8,10,8,27,6,3,17,26,23,16,3,9,20,16,18,10,29,22,26,12,25,14,14,24,16,29,15,16,12,4,29,26,17,27,12,21,10,12,15,26,23,19,15,7,19,26,24,11,9,15,21,2,3,16,21,16,21,5,26,7,17,19,1,12,5,4,21,22,1,25,8,20,4,23,27,9,21,14,21,21,10,27,8,27,10,21,9,4,22,20,23,6,17,18,15,12,21,10,29,28,8,18,9,27,22,15,12,11,7,15,6,15,4,9,18,24,22,26,24,28,28,12,25,26,22,19,15,22,22,26,18,14,25,4,15,8,20,29,12,11,4,25,27,6,26,3,17,26,23,29,18,28,9,5,12,16,3,14,5,22,18,22,27,20,10,28,23,18,9,11,7,20,21,26,19,23,19,12,13,28,4,17,15,19,21,16,2,19,26,20,18,12,17,5,26,26,28,26,17,19,24,19,10,3,29,22,7,4,25
584932,2001,27,27,25,11,7,16,20,17,31,23,20,27,8,7,20,16,17,17,27,29,14,17,2,29,21,21,31,18,18,10,30,15,32,4,20,9,6,21,7,28,28,28,18,19,6,12,12,23,18,11,20,22,21,7,9,19,2,27,26,4,19,28,3,3,4,27,22,18,29,17,10,24,11,22,24,29,24,29,22,10,12,23,8,20,28,8,21,29,16,10,31,25,30,5,9,23,2,7,16,6,7,8,13,30,25,21,10,6,15,9,13,14,28,2,31,10,17,17,3,17,22,21,17,5,16,20,21,11,23,11,17,20,9,26,10,23,19,19,30,22,7,23,10,7,21,31,32,25,19,17,22,23,19,23,27,14,23,29,30,1,8,9,24,21,29,19,8,23,2,27,8,29,26,10,23,25,19,13,20,14,11,9,17,11,19,10,28,3,21,24,12,10,24,11,25,4,16,3,30,10,10,22,7,25,29,31,12,20,30,27,7,1,26,28,18,30,12,21,23,15,27,22,10,14,27,23,28,11,20,13,8,10,10,11,31,23,31,26,26,18,11,13,6,4,20,10,23,16,12,22
584932,2006,24,21,3,25,23,17,6,25,9,16,17,29,16,7,22,6,6,17,6,8,13,23,10,9,7,23,18,29,5,2,21,4,27,30,18,9,13,1,23,18,11,23,29,6,14,7,14,19,12,5,30,19,20,18,26,14,24,14,21,12,6,21,13,21,22,11,29,12,9,10,22,18,24,18,29,11,26,25,11,16,14,9,24,12,19,7,29,28,11,9,28,15,4,19,6,11,24,22,1,6,18,10,11,6,9,5,16,17,22,30,9,26,4,19,14,4,14,24,11,10,7,21,3,23,21,26,7,29,22,18,25,13,22,8,13,27,9,21,16,23,14,26,4,19,9,6,5,24,19,8,19,23,12,18,7,10,16,17,27,22,29,27,20,17,18,4,10,17,1,8,6,9,27,5,19,5,14,22,7,28,18,11,20,7,16,12,24,9,12,16,28,17,28,13,9,5,26,20,8,20,14,30,9,7,18,5,25,6,16,11,12,9,6,24,13,4,10,7,11,26,19,8,2,29,15,30,26,16,14,10,10,25,21,21,13,14,3,14,4,16,15,9,26,8,11,14,22,4,6,12
584932,2013,26,4,28,11,24,12,26,10,22,13,8,28,25,15,25,6,13,21,20,12,21,21,17,15,27,17,10,21,16,17,27,20,18,25,28,13,19,19,15,13,17,8,10,8,27,6,3,17,26,23,16,3,9,20,16,18,10,29,22,26,12,25,14,14,24,16,29,15,16,12,4,29,26,17,27,12,21,10,12,15,26,23,19,15,7,19,26,24,11,9,15,21,2,3,16,21,16,21,5,26,7,17,19,1,12,5,4,21,22,1,25,8,20,4,23,27,9,21,14,21,21,10,27,8,27,10,21,9,4,22,20,23,6,17,18,15,12,21,10,29,28,8,18,9,27,22,15,12,11,7,15,6,15,4,9,18,24,22,26,24,28,28,12,25,26,22,19,15,22,22,26,18,14,25,4,15,8,20,29,12,11,4,25,27,6,26,3,17,26,23,29,18,28,9,5,12,16,3,14,5,22,18,22,27,20,10,28,23,18,9,11,7,20,21,26,19,23,19,12,13,28,4,17,15,19,21,16,2,19,26,20,18,12,17,5,26,26,28,26,17,19,24,19,10,3,29,22,7,4,25
584933,2001,27,27,25,11,7,16,20,17,31,23,20,27,8,7,20,16,17,17,27,29,14,17,2,29,21,21,31,18,18,10,30,15,32,4,20,9,6,21,7,28,28,28,18,19,6,12,12,23,18,11,20,22,21,7,9,19,2,27,26,4,19,28,3,3,4,27,22,18,29,17,10,24,11,22,24,29,24,29,22,10,12,23,8,20,28,8,21,29,16,10,31,25,30,5,9,23,2,7,16,6,7,8,13,30,25,21,10,6,15,9,13,14,28,2,31,10,17,17,3,17,22,21,17,5,16,20,21,11,23,11,17,20,9,26,10,23,19,19,30,22,7,23,10,7,21,31,32,25,19,17,22,23,19,23,27,14,23,29,30,1,8,9,24,21,29,19,8,23,2,27,8,29,26,10,23,25,19,13,20,14,11,9,17,11,19,10,28,3,21,24,12,10,24,11,25,4,16,3,30,10,10,22,7,25,29,31,12,20,30,27,7,1,26,28,18,30,12,21,23,15,27,22,10,14,27,23,28,11,20,13,8,10,10,11,31,23,31,26,26,18,11,13,6,4,20,10,23,16,12,22
584933,2006,24,21,3,25,23,17,6,25,9,16,17,29,16,7,22,6,6,17,6,8,13,23,10,9,7,23,18,29,5,2,21,4,27,30,18,9,13,1,23,18,11,23,29,6,14,7,14,19,12,5,30,19,20,18,26,14,24,14,21,12,6,21,13,21,22,11,29,12,9,10,22,18,24,18,29,11,26,25,11,16,14,9,24,12,19,7,29,28,11,9,28,15,4,19,6,11,24,22,1,6,18,10,11,6,9,5,16,17,22,30,9,26,4,19,14,4,14,24,11,10,7,21,3,23,21,26,7,29,22,18,25,13,22,8,13,27,9,21,16,23,14,26,4,19,9,6,5,24,19,8,19,23,12,18,7,10,16,17,27,22,29,27,20,17,18,4,10,17,1,8,6,9,27,5,19,5,14,22,7,28,18,11,20,7,16,12,24,9,12,16,28,17,28,13,9,5,26,20,8,20,14,30,9,7,18,5,25,6,16,11,12,9,6,24,13,4,10,7,11,26,19,8,2,29,15,30,26,16,14,10,10,25,21,21,13,14,3,14,4,16,15,9,26,8,11,14,22,4,6,12
584933,2013,26,4,28,11,24,12,26,10,22,13,8,28,25,15,25,6,13,21,20,12,21,21,17,15,27,17,10,21,16,17,27,20,18,25,28,13,19,19,15,13,17,8,10,8,27,6,3,17,26,23,16,3,9,20,16,18,10,29,22,26,12,25,14,14,24,16,29,15,16,12,4,29,26,17,27,12,21,10,12,15,26,23,19,15,7,19,26,24,11,9,15,21,2,3,16,21,16,21,5,26,7,17,19,1,12,5,4,21,22,1,25,8,20,4,23,27,9,21,14,21,21,10,27,8,27,10,21,9,4,22,20,23,6,17,18,15,12,21,10,29,28,8,18,9,27,22,15,12,11,7,15,6,15,4,9,18,24,22,26,24,28,28,12,25,26,22,19,15,22,22,26,18,14,25,4,15,8,20,29,12,11,4,25,27,6,26,3,17,26,23,29,18,28,9,5,12,16,3,14,5,22,18,22,27,20,10,28,23,18,9,11,7,20,21,26,19,23,19,12,13,28,4,17,15,19,21,16,2,19,26,20,18,12,17,5,26,26,28,26,17,19,24,19,10,3,29,22,7,4,25
584934,2001,27,27,25,11,7,16,20,17,31,23,20,27,8,7,20,16,17,17,27,29,14,17,2,29,21,21,31,18,18,10,30,15,32,4,20,9,6,21,7,28,28,28,18,19,6,12,12,23,18,11,20,22,21,7,9,19,2,27,26,4,19,28,3,3,4,27,22,18,29,17,10,24,11,22,24,29,24,29,22,10,12,23,8,20,28,8,21,29,16,10,31,25,30,5,9,23,2,7,16,6,7,8,13,30,25,21,10,6,15,9,13,14,28,2,31,10,17,17,3,17,22,21,17,5,16,20,21,11,23,11,17,20,9,26,10,23,19,19,30,22,7,23,10,7,21,31,32,25,19,17,22,23,19,23,27,14,23,29,30,1,8,9,24,21,29,19,8,23,2,27,8,29,26,10,23,25,19,13,20,14,11,9,17,11,19,10,28,3,21,24,12,10,24,11,25,4,16,3,30,10,10,22,7,25,29,31,12,20,30,27,7,1,26,28,18,30,12,21,23,15,27,22,10,14,27,23,28,11,20,13,8,10,10,11,31,23,31,26,26,18,11,13,6,4,20,10,23,16,12,22
584934,2006,24,21,3,25,23,17,6,25,9,16,17,29,16,7,22,6,6,17,6,8,13,23,10,9,7,23,18,29,5,2,21,4,27,30,18,9,13,1,23,18,11,23,29,6,14,7,14,19,12,5,30,19,20,18,26,14,24,14,21,12,6,21,13,21,22,11,29,12,9,10,22,18,24,18,29,11,26,25,11,16,14,9,24,12,19,7,29,28,11,9,28,15,4,19,6,11,24,22,1,6,18,10,11,6,9,5,16,17,22,30,9,26,4,19,14,4,14,24,11,10,7,21,3,23,21,26,7,29,22,18,25,13,22,8,13,27,9,21,16,23,14,26,4,19,9,6,5,24,19,8,19,23,12,18,7,10,16,17,27,22,29,27,20,17,18,4,10,17,1,8,6,9,27,5,19,5,14,22,7,28,18,11,20,7,16,12,24,9,12,16,28,17,28,13,9,5,26,20,8,20,14,30,9,7,18,5,25,6,16,11,12,9,6,24,13,4,10,7,11,26,19,8,2,29,15,30,26,16,14,10,10,25,21,21,13,14,3,14,4,16,15,9,26,8,11,14,22,4,6,12
584934,2013,26,4,28,11,24,12,26,10,22,13,8,28,25,15,25,6,13,21,20,12,21,21,17,15,27,17,10,21,16,17,27,20,18,25,28,13,19,19,15,13,17,8,10,8,27,6,3,17,26,23,16,3,9,20,16,18,10,29,22,26,12,25,14,14,24,16,29,15,16,12,4,29,26,17,27,12,21,10,12,15,26,23,19,15,7,19,26,24,11,9,15,21,2,3,16,21,16,21,5,26,7,17,19,1,12,5,4,21,22,1,25,8,20,4,23,27,9,21,14,21,21,10,27,8,27,10,21,9,4,22,20,23,6,17,18,15,12,21,10,29,28,8,18,9,27,22,15,12,11,7,15,6,15,4,9,18,24,22,26,24,28,28,12,25,26,22,19,15,22,22,26,18,14,25,4,15,8,20,29,12,11,4,25,27,6,26,3,17,26,23,29,18,28,9,5,12,16,3,14,5,22,18,22,27,20,10,28,23,18,9,11,7,20,21,26,19,23,19,12,13,28,4,17,15,19,21,16,2,19,26,20,18,12,17,5,26,26,28,26,17,19,24,19,10,3,29,22,7,4,25
584935,2001,27,27,25,11,7,16,20,17,31,23,20,27,8,7,20,16,17,17,27,29,14,17,2,29,21,21,31,18,18,10,30,15,32,4,20,9,6,21,7,28,28,28,18,19,6,12,12,23,18,11,20,22,21,7,9,19,2,27,26,4,19,28,3,3,4,27,22,18,29,17,10,24,11,22,24,29,24,29,22,10,12,23,8,20,28,8,21,29,16,10,31,25,30,5,9,23,2,7,16,6,7,8,13,30,25,21,10,6,15,9,13,14,28,2,31,10,17,17,3,17,22,21,17,5,16,20,21,11,23,11,17,20,9,26,10,23,19,19,30,22,7,23,10,7,21,31,32,25,19,17,22,23,19,23,27,14,23,29,30,1,8,9,24,21,29,19,8,23,2,27,8,29,26,10,23,25,19,13,20,14,11,9,17,11,19,10,28,3,21,24,12,10,24,11,25,4,16,3,30,10,10,22,7,25,29,31,12,20,30,27,7,1,26,28,18,30,12,21,23,15,27,22,10,14,27,23,28,11,20,13,8,10,10,11,31,23,31,26,26,18,11,13,6,4,20,10,23,16,12,22
584935,2006,24,21,3,25,23,17,6,25,9,16,17,29,16,7,22,6,6,17,6,8,13,23,10,9,7,23,18,29,5,2,21,4,27,30,18,9,13,1,23,18,11,23,29,6,14,7,14,19,12,5,30,19,20,18,26,14,24,14,21,12,6,21,13,21,22,11,29,12,9,10,22,18,24,18,29,11,26,25,11,16,14,9,24,12,19,7,29,28,11,9,28,15,4,19,6,11,24,22,1,6,18,10,11,6,9,5,16,17,22,30,9,26,4,19,14,4,14,24,11,10,7,21,3,23,21,26,7,29,22,18,25,13,22,8,13,27,9,21,16,23,14,26,4,19,9,6,5,24,19,8,19,23,12,18,7,10,16,17,27,22,29,27,20,17,18,4,10,17,1,8,6,9,27,5,19,5,14,22,7,28,18,11,20,7,16,12,24,9,12,16,28,17,28,13,9,5,26,20,8,20,14,30,9,7,18,5,25,6,16,11,12,9,6,24,13,4,10,7,11,26,19,8,2,29,15,30,26,16,14,10,10,25,21,21,13,14,3,14,4,16,15,9,26,8,11,14,22,4,6,12
584935,2013,26,4,28,11,24,12,26,10,22,13,8,28,25,15,25,6,13,21,20,12,21,21,17,15,27,17,10,21,16,17,27,20,18,25,28,13,19,19,15,13,17,8,10,8,27,6,3,17,26,23,16,3,9,20,16,18,10,29,22,26,12,25,14,14,24,16,29,15,16,12,4,29,26,17,27,12,21,10,12,15,26,23,19,15,7,19,26,24,11,9,15,21,2,3,16,21,16,21,5,26,7,17,19,1,12,5,4,21,22,1,25,8,20,4,23,27,9,21,14,21,21,10,27,8,27,10,21,9,4,22,20,23,6,17,18,15,12,21,10,29,28,8,18,9,27,22,15,12,11,7,15,6,15,4,9,18,24,22,26,24,28,28,12,25,26,22,19,15,22,22,26,18,14,25,4,15,8,20,29,12,11,4,25,27,6,26,3,17,26,23,29,18,28,9,5,12,16,3,14,5,22,18,22,27,20,10,28,23,18,9,11,7,20,21,26,19,23,19,12,13,28,4,17,15,19,21,16,2,19,26,20,18,12,17,5,26,26,28,26,17,19,24,19,10,3,29,22,7,4,25
584936,2001,27,27,25,11,7,16,20,17,31,23,20,27,8,7,20,16,17,17,27,29,14,17,2,29,21,21,31,18,18,10,30,15,32,4,20,9,6,21,7,28,28,28,18,19,6,12,12,23,18,11,20,22,21,7,9,19,2,27,26,4,19,28,3,3,4,27,22,18,29,17,10,24,11,22,24,29,24,29,22,10,12,23,8,20,28,8,21,29,16,10,31,25,30,5,9,23,2,7,16,6,7,8,13,30,25,21,10,6,15,9,13,14,28,2,31,10,17,17,3,17,22,21,17,5,16,20,21,11,23,11,17,20,9,26,10,23,19,19,30,22,7,23,10,7,21,31,32,25,19,17,22,23,19,23,27,14,23,29,30,1,8,9,24,21,29,19,8,23,2,27,8,29,26,10,23,25,19,13,20,14,11,9,17,11,19,10,28,3,21,24,12,10,24,11,25,4,16,3,30,10,10,22,7,25,29,31,12,20,30,27,7,1,26,28,18,30,12,21,23,15,27,22,10,14,27,23,28,11,20,13,8,10,10,11,31,23,31,26,26,18,11,13,6,4,20,10,23,16,12,22
584936,2006,24,21,3,25,23,17,6,25,9,16,17,29,16,7,22,6,6,17,6,8,13,23,10,9,7,23,18,29,5,2,21,4,27,30,18,9,13,1,23,18,11,23,29,6,14,7,14,19,12,5,30,19,20,18,26,14,24,14,21,12,6,21,13,21,22,11,29,12,9,10,22,18,24,18,29,11,26,25,11,16,14,9,24,12,19,7,29,28,11,9,28,15,4,19,6,11,24,22,1,6,18,10,11,6,9,5,16,17,22,30,9,26,4,19,14,4,14,24,11,10,7,21,3,23,21,26,7,29,22,18,25,13,22,8,13,27,9,21,16,23,14,26,4,19,9,6,5,24,19,8,19,23,12,18,7,10,16,17,27,22,29,27,20,17,18,4,10,17,1,8,6,9,27,5,19,5,14,22,7,28,18,11,20,7,16,12,24,9,12,16,28,17,28,13,9,5,26,20,8,20,14,30,9,7,18,5,25,6,16,11,12,9,6,24,13,4,10,7,11,26,19,8,2,29,15,30,26,16,14,10,10,25,21,21,13,14,3,14,4,16,15,9,26,8,11,14,22,4,6,12
584936,2013,26,4,28,11,24,12,26,10,22,13,8,28,25,15,25,6,13,21,20,12,21,21,17,15,27,17,10,21,16,17,27,20,18,25,28,13,19,19,15,13,17,8,10,8,27,6,3,17,26,23,16,3,9,20,16,18,10,29,22,26,12,25,14,14,24,16,29,15,16,12,4,29,26,17,27,12,21,10,12,15,26,23,19,15,7,19,26,24,11,9,15,21,2,3,16,21,16,21,5,26,7,17,19,1,12,5,4,21,22,1,25,8,20,4,23,27,9,21,14,21,21,10,27,8,27,10,21,9,4,22,20,23,6,17,18,15,12,21,10,29,28,8,18,9,27,22,15,12,11,7,15,6,15,4,9,18,24,22,26,24,28,28,12,25,26,22,19,15,22,22,26,18,14,25,4,15,8,20,29,12,11,4,25,27,6,26,3,17,26,23,29,18,28,9,5,12,16,3,14,5,22,18,22,27,20,10,28,23,18,9,11,7,20,21,26,19,23,19,12,13,28,4,17,15,19,21,16,2,19,26,20,18,12,17,5,26,26,28,26,17,19,24,19,10,3,29,22,7,4,25
584937,2001,27,27,25,11,7,16,20,17,31,23,20,27,8,7,20,16,17,17,27,29,14,17,2,29,21,21,31,18,18,10,30,15,32,4,20,9,6,21,7,28,28,28,18,19,6,12,12,23,18,11,20,22,21,7,9,19,2,27,26,4,19,28,3,3,4,27,22,18,29,17,10,24,11,22,24,29,24,29,22,10,12,23,8,20,28,8,21,29,16,10,31,25,30,5,9,23,2,7,16,6,7,8,13,30,25,21,10,6,15,9,13,14,28,2,31,10,17,17,3,17,22,21,17,5,16,20,21,11,23,11,17,20,9,26,10,23,19,19,30,22,7,23,10,7,21,31,32,25,19,17,22,23,19,23,27,14,23,29,30,1,8,9,24,21,29,19,8,23,2,27,8,29,26,10,23,25,19,13,20,14,11,9,17,11,19,10,28,3,21,24,12,10,24,11,25,4,16,3,30,10,10,22,7,25,29,31,12,20,30,27,7,1,26,28,18,30,12,21,23,15,27,22,10,14,27,23,28,11,20,13,8,10,10,11,31,23,31,26,26,18,11,13,6,4,20,10,23,16,12,22
584937,2006,24,21,3,25,23,17,6,25,9,16,17,29,16,7,22,6,6,17,6,8,13,23,10,9,7,23,18,29,5,2,21,4,27,30,18,9,13,1,23,18,11,23,29,6,14,7,14,19,12,5,30,19,20,18,26,14,24,14,21,12,6,21,13,21,22,11,29,12,9,10,22,18,24,18,29,11,26,25,11,16,14,9,24,12,19,7,29,28,11,9,28,15,4,19,6,11,24,22,1,6,18,10,11,6,9,5,16,17,22,30,9,26,4,19,14,4,14,24,11,10,7,21,3,23,21,26,7,29,22,18,25,13,22,8,13,27,9,21,16,23,14,26,4,19,9,6,5,24,19,8,19,23,12,18,7,10,16,17,27,22,29,27,20,17,18,4,10,17,1,8,6,9,27,5,19,5,14,22,7,28,18,11,20,7,16,12,24,9,12,16,28,17,28,13,9,5,26,20,8,20,14,30,9,7,18,5,25,6,16,11,12,9,6,24,13,4,10,7,11,26,19,8,2,29,15,30,26,16,14,10,10,25,21,21,13,14,3,14,4,16,15,9,26,8,11,14,22,4,6,12
584937,2013,26,4,28,11,24,12,26,10,22,13,8,28,25,15,25,6,13,21,20,12,21,21,17,15,27,17,10,21,16,17,27,20,18,25,28,13,19,19,15,13,17,8,10,8,27,6,3,17,26,23,16,3,9,20,16,18,10,29,22,26,12,25,14,14,24,16,29,15,16,12,4,29,26,17,27,12,21,10,12,15,26,23,19,15,7,19,26,24,11,9,15,21,2,3,16,21,16,21,5,26,7,17,19,1,12,5,4,21,22,1,25,8,20,4,23,27,9,21,14,21,21,10,27,8,27,10,21,9,4,22,20,23,6,17,18,15,12,21,10,29,28,8,18,9,27,22,15,12,11,7,15,6,15,4,9,18,24,22,26,24,28,28,12,25,26,22,19,15,22,22,26,18,14,25,4,15,8,20,29,12,11,4,25,27,6,26,3,17,26,23,29,18,28,9,5,12,16,3,14,5,22,18,22,27,20,10,28,23,18,9,11,7,20,21,26,19,23,19,12,13,28,4,17,15,19,21,16,2,19,26,20,18,12,17,5,26,26,28,26,17,19,24,19,10,3,29,22,7,4,25
584938,2001,27,27,25,11,7,16,20,17,31,23,20,27,8,7,20,16,17,17,27,29,14,17,2,29,21,21,31,18,18,10,30,15,32,4,20,9,6,21,7,28,28,28,18,19,6,12,12,23,18,11,20,22,21,7,9,19,2,27,26,4,19,28,3,3,4,27,22,18,29,17,10,24,11,22,24,29,24,29,22,10,12,23,8,20,28,8,21,29,16,10,31,25,30,5,9,23,2,7,16,6,7,8,13,30,25,21,10,6,15,9,13,14,28,2,31,10,17,17,3,17,22,21,17,5,16,20,21,11,23,11,17,20,9,26,10,23,19,19,30,22,7,23,10,7,21,31,32,25,19,17,22,23,19,23,27,14,23,29,30,1,8,9,24,21,29,19,8,23,2,27,8,29,26,10,23,25,19,13,20,14,11,9,17,11,19,10,28,3,21,24,12,10,24,11,25,4,16,3,30,10,10,22,7,25,29,31,12,20,30,27,7,1,26,28,18,30,12,21,23,15,27,22,10,14,27,23,28,11,20,13,8,10,10,11,31,23,31,26,26,18,11,13,6,4,20,10,23,16,12,22
